LID,BPID,FPID,BLID,FLID
5388,23343,23344,5388,5389
5389,23345,23346,5389,5390
5390,23347,23348,5390,5391
5391,23349,23350,5391,5392
5392,23351,23352,5392,0
5393,23353,23354,0,5394
5394,23355,23356,5394,5395
5395,23357,23358,5395,5396
5396,23359,23360,5396,5397
5397,23361,23362,5397,5398
5398,23363,23364,5398,5399
5399,23365,23366,5399,5400
5400,23367,23368,5400,5401
5401,23369,23370,5401,5402
5402,23371,23372,5402,5403
5403,23373,23374,5403,5404
5404,23375,23376,5404,5405
5405,23377,23378,5405,5406
5406,23379,23380,5406,5407
5407,23381,23382,5407,5408
5408,23383,23384,5408,5409
5409,23385,23386,5409,5410
5410,23387,23388,5410,5411
5411,23389,23390,5411,5412
5412,23391,23392,5412,5413
5413,23393,23394,5413,5414
5414,23395,23396,5414,5415
5415,23397,23398,5415,5416
5416,23399,23400,5416,5417
5417,23401,23402,5417,5418
5418,23403,23404,5418,5419
5419,23405,23406,5419,5420
5420,23407,23408,5420,5421
5421,23409,23410,5421,5422
5422,23411,23412,5422,5423
5423,23413,23414,5423,5424
5424,23415,23416,5424,5425
5425,23417,23418,5425,5426
5426,23419,23420,5426,5427
5427,23421,23422,5427,5428
5428,23423,23424,5428,5429
5429,23425,23426,5429,5430
5430,23427,23428,5430,5431
5431,23429,23430,5431,5432
5432,23431,23432,5432,5433
5433,23433,23434,5433,5434
5434,23435,23436,5434,5435
5435,23437,23438,5435,5436
5436,23439,23440,5436,5437
5437,23441,23442,5437,5438
5438,23443,23444,5438,5439
5439,23445,23446,5439,5440
5440,23447,23448,5440,5441
5441,23449,23450,5441,5442
5442,23451,23452,5442,5443
5443,23453,23454,5443,5444
5444,23455,23456,5444,5445
5445,23457,23458,5445,5446
5446,23459,23460,5446,5447
5447,23461,23462,5447,5448
5448,23463,23464,5448,5449
5449,23465,23466,5449,5450
5450,23467,23468,5450,5451
5451,23469,23470,5451,5452
5452,23471,23472,5452,0
5453,23473,23474,0,5454
5454,23475,23476,5454,5455
5455,23477,23478,5455,5456
5456,23479,23480,5456,5457
5457,23481,23482,5457,5458
5458,23483,23484,5458,5459
5459,23485,23486,5459,5460
5460,23487,23488,5460,5461
5461,23489,23490,5461,5462
5462,23491,23492,5462,5463
5463,23493,23494,5463,5464
5464,23495,23496,5464,5465
5465,23497,23498,5465,5466
5466,23499,23500,5466,5467
5467,23501,23502,5467,5468
5468,23503,23504,5468,5469
5469,23505,23506,5469,5470
5470,23507,23508,5470,5471
5471,23509,23510,5471,5472
5472,23511,23512,5472,5473
5473,23513,23514,5473,5474
5474,23515,23516,5474,5475
5475,23517,23518,5475,5476
5476,23519,23520,5476,5477
5477,23521,23522,5477,5478
5478,23523,23524,5478,5479
5479,23525,23526,5479,5480
5480,23527,23528,5480,0
5481,23529,23530,0,5482
5482,23531,23532,5482,5483
5483,23533,23534,5483,5484
5484,23535,23536,5484,5485
5485,23537,23538,5485,5486
5486,23539,23540,5486,5487
5487,23541,23542,5487,5488
5488,23543,23544,5488,5489
5489,23545,23546,5489,5490
5490,23547,23548,5490,5491
5491,23549,23550,5491,5492
5492,23551,23552,5492,5493
5493,23553,23554,5493,5494
5494,23555,23556,5494,5495
5495,23557,23558,5495,5496
5496,23559,23560,5496,5497
5497,23561,23562,5497,5498
5498,23563,23564,5498,5499
5499,23565,23566,5499,5500
5500,23567,23568,5500,5501
5501,23569,23570,5501,5502
5502,23571,23572,5502,5503
5503,23573,23574,5503,5504
5504,23575,23576,5504,5505
5505,23577,23578,5505,5506
5506,23579,23580,5506,5507
5507,23581,23582,5507,5508
5508,23583,23584,5508,5509
5509,23585,23586,5509,5510
5510,23587,23588,5510,5511
5511,23589,23590,5511,5512
5512,23591,23592,5512,5513
5513,23593,23594,5513,5514
5514,23595,23596,5514,5515
5515,23597,23598,5515,5516
5516,23599,23600,5516,5517
5517,23601,23602,5517,5518
5518,23603,23604,5518,5519
5519,23605,23606,5519,5520
5520,23607,23608,5520,5521
5521,23609,23610,5521,5522
5522,23611,23612,5522,5523
5523,23613,23614,5523,5524
5524,23615,23616,5524,5525
5525,23617,23618,5525,5526
5526,23619,23620,5526,5527
5527,23621,23622,5527,5528
5528,23623,23624,5528,5529
5529,23625,23626,5529,5530
5530,23627,23628,5530,5531
5531,23629,23630,5531,5532
5532,23631,23632,5532,5533
5533,23633,23634,5533,5534
5534,23635,23636,5534,5535
5535,23637,23638,5535,5536
5536,23639,23640,5536,5537
5537,23641,23642,5537,5538
5538,23643,23644,5538,5539
5539,23645,23646,5539,5540
5540,23647,23648,5540,5541
5541,23649,23650,5541,5542
5542,23651,23652,5542,5543
5543,23653,23654,5543,5544
5544,23655,23656,5544,5545
5545,23657,23658,5545,5546
5546,23659,23660,5546,5547
5547,23661,23662,5547,5548
5548,23663,23664,5548,5549
5549,23665,23666,5549,5550
5550,23667,23668,5550,5551
5551,23669,23670,5551,5552
5552,23671,23672,5552,5553
5553,23673,23674,5553,5554
5554,23675,23676,5554,5555
5555,23677,23678,5555,5556
5556,23679,23680,5556,5557
5557,23681,23682,5557,5558
5558,23683,23684,5558,5559
5559,23685,23686,5559,5560
5560,23687,23688,5560,5561
5561,23689,23690,5561,5562
5562,23691,23692,5562,5563
5563,23693,23694,5563,5564
5564,23695,23696,5564,5565
5565,23697,23698,5565,5566
5566,23699,23700,5566,5567
5567,23701,23702,5567,5568
5568,23703,23704,5568,5569
5569,23705,23706,5569,5570
5570,23707,23708,5570,5571
5571,23709,23710,5571,5572
5572,23711,23712,5572,5573
5573,23713,23714,5573,5574
5574,23715,23716,5574,0
5575,23717,23718,0,5576
5576,23719,23720,5576,5577
5577,23721,23722,5577,5578
5578,23723,23724,5578,5579
5579,23725,23726,5579,5580
5580,23727,23728,5580,5581
5581,23729,23730,5581,5582
5582,23731,23732,5582,5583
5583,23733,23734,5583,5584
5584,23735,23736,5584,5585
5585,23737,23738,5585,5586
5586,23739,23740,5586,5587
5587,23741,23742,5587,5588
5588,23743,23744,5588,5589
5589,23745,23746,5589,5590
5590,23747,23748,5590,5591
5591,23749,23750,5591,5592
5592,23751,23752,5592,5593
5593,23753,23754,5593,5594
5594,23755,23756,5594,5595
5595,23757,23758,5595,5596
5596,23759,23760,5596,5597
5597,23761,23762,5597,5598
5598,23763,23764,5598,5599
5599,23765,23766,5599,5600
5600,23767,23768,5600,5601
5601,23769,23770,5601,5602
5602,23771,23772,5602,5603
5603,23773,23774,5603,5604
5604,23775,23776,5604,5605
5605,23777,23778,5605,5606
5606,23779,23780,5606,5607
5607,23781,23782,5607,5608
5608,23783,23784,5608,5609
5609,23785,23786,5609,5610
5610,23787,23788,5610,5611
5611,23789,23790,5611,5612
5612,23791,23792,5612,5613
5613,23793,23794,5613,5614
5614,23795,23796,5614,5615
5615,23797,23798,5615,5616
5616,23799,23800,5616,5617
5617,23801,23802,5617,5618
5618,23803,23804,5618,5619
5619,23805,23806,5619,5620
5620,23807,23808,5620,5621
5621,23809,23810,5621,5622
5622,23811,23812,5622,5623
5623,23813,23814,5623,5624
5624,23815,23816,5624,5625
5625,23817,23818,5625,5626
5626,23819,23820,5626,5627
5627,23821,23822,5627,5628
5628,23823,23824,5628,5629
5629,23825,23826,5629,5630
5630,23827,23828,5630,5631
5631,23829,23830,5631,5632
5632,23831,23832,5632,5633
5633,23833,23834,5633,5634
5634,23835,23836,5634,5635
5635,23837,23838,5635,5636
5636,23839,23840,5636,5637
5637,23841,23842,5637,5638
5638,23843,23844,5638,5639
5639,23845,23846,5639,5640
5640,23847,23848,5640,5641
5641,23849,23850,5641,5642
5642,23851,23852,5642,5643
5643,23853,23854,5643,5644
5644,23855,23856,5644,5645
5645,23857,23858,5645,5646
5646,23859,23860,5646,5647
5647,23861,23862,5647,5648
5648,23863,23864,5648,5649
5649,23865,23866,5649,5650
5650,23867,23868,5650,5651
5651,23869,23870,5651,5652
5652,23871,23872,5652,5653
5653,23873,23874,5653,5654
5654,23875,23876,5654,5655
5655,23877,23878,5655,5656
5656,23879,23880,5656,5657
5657,23881,23882,5657,5658
5658,23883,23884,5658,5659
5659,23885,23886,5659,5660
5660,23887,23888,5660,5661
5661,23889,23890,5661,5662
5662,23891,23892,5662,5663
5663,23893,23894,5663,5664
5664,23895,23896,5664,5665
5665,23897,23898,5665,5666
5666,23899,23900,5666,5667
5667,23901,23902,5667,5668
5668,23903,23904,5668,5669
5669,23905,23906,5669,5670
5670,23907,23908,5670,5671
5671,23909,23910,5671,5672
5672,23911,23912,5672,5673
5673,23913,23914,5673,5674
5674,23915,23916,5674,5675
5675,23917,23918,5675,5676
5676,23919,23920,5676,5677
5677,23921,23922,5677,5678
5678,23923,23924,5678,5679
5679,23925,23926,5679,5680
5680,23927,23928,5680,5681
5681,23929,23930,5681,5682
5682,23931,23932,5682,5683
5683,23933,23934,5683,5684
5684,23935,23936,5684,5685
5685,23937,23938,5685,5686
5686,23939,23940,5686,5687
5687,23941,23942,5687,5688
5688,23943,23944,5688,5689
5689,23945,23946,5689,5690
5690,23947,23948,5690,5691
5691,23949,23950,5691,5692
5692,23951,23952,5692,5693
5693,23953,23954,5693,5694
5694,23955,23956,5694,5695
5695,23957,23958,5695,5696
5696,23959,23960,5696,5697
5697,23961,23962,5697,5698
5698,23963,23964,5698,5699
5699,23965,23966,5699,5700
5700,23967,23968,5700,5701
5701,23969,23970,5701,5702
5702,23971,23972,5702,5703
5703,23973,23974,5703,5704
5704,23975,23976,5704,5705
5705,23977,23978,5705,5706
5706,23979,23980,5706,5707
5707,23981,23982,5707,5708
5708,23983,23984,5708,5709
5709,23985,23986,5709,5710
5710,23987,23988,5710,5711
5711,23989,23990,5711,5712
5712,23991,23992,5712,5713
5713,23993,23994,5713,5714
5714,23995,23996,5714,5715
5715,23997,23998,5715,5716
5716,23999,24000,5716,5717
5717,24001,24002,5717,5718
5718,24003,24004,5718,5719
5719,24005,24006,5719,5720
5720,24007,24008,5720,5721
5721,24009,24010,5721,5722
5722,24011,24012,5722,5723
5723,24013,24014,5723,5724
5724,24015,24016,5724,5725
5725,24017,24018,5725,5726
5726,24019,24020,5726,5727
5727,24021,24022,5727,5728
5728,24023,24024,5728,5729
5729,24025,24026,5729,5730
5730,24027,24028,5730,5731
5731,24029,24030,5731,5732
5732,24031,24032,5732,5733
5733,24033,24034,5733,5734
5734,24035,24036,5734,5735
5735,24037,24038,5735,5736
5736,24039,24040,5736,5737
5737,24041,24042,5737,5738
5738,24043,24044,5738,5739
5739,24045,24046,5739,5740
5740,24047,24048,5740,5741
5741,24049,24050,5741,5742
5742,24051,24052,5742,5743
5743,24053,24054,5743,5744
5744,24055,24056,5744,5745
5745,24057,24058,5745,5746
5746,24059,24060,5746,0
5747,24061,24062,0,5748
5748,24063,24064,5748,5749
5749,24065,24066,5749,5750
5750,24067,24068,5750,5751
5751,24069,24070,5751,5752
5752,24071,24072,5752,5753
5753,24073,24074,5753,5754
5754,24075,24076,5754,5755
5755,24077,24078,5755,5756
5756,24079,24080,5756,5757
5757,24081,24082,5757,5758
5758,24083,24084,5758,5759
5759,24085,24086,5759,5760
5760,24087,24088,5760,5761
5761,24089,24090,5761,5762
5762,24091,24092,5762,5763
5763,24093,24094,5763,5764
5764,24095,24096,5764,5765
5765,24097,24098,5765,5766
5766,24099,24100,5766,5767
5767,24101,24102,5767,5768
5768,24103,24104,5768,5769
5769,24105,24106,5769,5770
5770,24107,24108,5770,5771
5771,24109,24110,5771,5772
5772,24111,24112,5772,5773
5773,24113,24114,5773,5774
5774,24115,24116,5774,5775
5775,24117,24118,5775,5776
5776,24119,24120,5776,5777
5777,24121,24122,5777,5778
5778,24123,24124,5778,5779
5779,24125,24126,5779,5780
5780,24127,24128,5780,5781
5781,24129,24130,5781,5782
5782,24131,24132,5782,5783
5783,24133,24134,5783,5784
5784,24135,24136,5784,5785
5785,24137,24138,5785,5786
5786,24139,24140,5786,5787
5787,24141,24142,5787,5788
5788,24143,24144,5788,5789
5789,24145,24146,5789,5790
5790,24147,24148,5790,5791
5791,24149,24150,5791,5792
5792,24151,24152,5792,5793
5793,24153,24154,5793,5794
5794,24155,24156,5794,5795
5795,24157,24158,5795,5796
5796,24159,24160,5796,5797
5797,24161,24162,5797,5798
5798,24163,24164,5798,5799
5799,24165,24166,5799,5800
5800,24167,24168,5800,5801
5801,24169,24170,5801,5802
5802,24171,24172,5802,5803
5803,24173,24174,5803,5804
5804,24175,24176,5804,5805
5805,24177,24178,5805,5806
5806,24179,24180,5806,5807
5807,24181,24182,5807,5808
5808,24183,24184,5808,5809
5809,24185,24186,5809,5810
5810,24187,24188,5810,5811
5811,24189,24190,5811,5812
5812,24191,24192,5812,5813
5813,24193,24194,5813,5814
5814,24195,24196,5814,5815
5815,24197,24198,5815,5816
5816,24199,24200,5816,0
5817,24201,24202,0,5818
5818,24203,24204,5818,5819
5819,24205,24206,5819,5820
5820,24207,24208,5820,5821
5821,24209,24210,5821,5822
5822,24211,24212,5822,5823
5823,24213,24214,5823,5824
5824,24215,24216,5824,5825
5825,24217,24218,5825,5826
5826,24219,24220,5826,5827
5827,24221,24222,5827,5828
5828,24223,24224,5828,5829
5829,24225,24226,5829,5830
5830,24227,24228,5830,5831
5831,24229,24230,5831,5832
5832,24231,24232,5832,5833
5833,24233,24234,5833,5834
5834,24235,24236,5834,5835
5835,24237,24238,5835,5836
5836,24239,24240,5836,5837
5837,24241,24242,5837,5838
5838,24243,24244,5838,5839
5839,24245,24246,5839,5840
5840,24247,24248,5840,5841
5841,24249,24250,5841,5842
5842,24251,24252,5842,0
5843,24253,24254,0,5844
5844,24255,24256,5844,5845
5845,24257,24258,5845,5846
5846,24259,24260,5846,5847
5847,24261,24262,5847,5848
5848,24263,24264,5848,5849
5849,24265,24266,5849,5850
5850,24267,24268,5850,5851
5851,24269,24270,5851,5852
5852,24271,24272,5852,5853
5853,24273,24274,5853,5854
5854,24275,24276,5854,5855
5855,24277,24278,5855,5856
5856,24279,24280,5856,5857
5857,24281,24282,5857,5858
5858,24283,24284,5858,5859
5859,24285,24286,5859,5860
5860,24287,24288,5860,5861
5861,24289,24290,5861,5862
5862,24291,24292,5862,5863
5863,24293,24294,5863,5864
5864,24295,24296,5864,5865
5865,24297,24298,5865,5866
5866,24299,24300,5866,5867
5867,24301,24302,5867,5868
5868,24303,24304,5868,5869
5869,24305,24306,5869,5870
5870,24307,24308,5870,5871
5871,24309,24310,5871,5872
5872,24311,24312,5872,5873
5873,24313,24314,5873,5874
5874,24315,24316,5874,5875
5875,24317,24318,5875,5876
5876,24319,24320,5876,5877
5877,24321,24322,5877,5878
5878,24323,24324,5878,5879
5879,24325,24326,5879,5880
5880,24327,24328,5880,5881
5881,24329,24330,5881,5882
5882,24331,24332,5882,5883
5883,24333,24334,5883,5884
5884,24335,24336,5884,5885
5885,24337,24338,5885,5886
5886,24339,24340,5886,5887
5887,24341,24342,5887,5888
5888,24343,24344,5888,0
5889,24345,24346,0,5890
5890,24347,24348,5890,5891
5891,24349,24350,5891,5892
5892,24351,24352,5892,5893
5893,24353,24354,5893,5894
5894,24355,24356,5894,5895
5895,24357,24358,5895,5896
5896,24359,24360,5896,5897
5897,24361,24362,5897,5898
5898,24363,24364,5898,5899
5899,24365,24366,5899,5900
5900,24367,24368,5900,5901
5901,24369,24370,5901,5902
5902,24371,24372,5902,5903
5903,24373,24374,5903,5904
5904,24375,24376,5904,5905
5905,24377,24378,5905,5906
5906,24379,24380,5906,5907
5907,24381,24382,5907,5908
5908,24383,24384,5908,5909
5909,24385,24386,5909,5910
5910,24387,24388,5910,5911
5911,24389,24390,5911,5912
5912,24391,24392,5912,5913
5913,24393,24394,5913,5914
5914,24395,24396,5914,5915
5915,24397,24398,5915,5916
5916,24399,24400,5916,5917
5917,24401,24402,5917,5918
5918,24403,24404,5918,5919
5919,24405,24406,5919,5920
5920,24407,24408,5920,5921
5921,24409,24410,5921,5922
5922,24411,24412,5922,5923
5923,24413,24414,5923,5924
5924,24415,24416,5924,5925
5925,24417,24418,5925,5926
5926,24419,24420,5926,5927
5927,24421,24422,5927,5928
5928,24423,24424,5928,5929
5929,24425,24426,5929,5930
5930,24427,24428,5930,5931
5931,24429,24430,5931,5932
5932,24431,24432,5932,5933
5933,24433,24434,5933,5934
5934,24435,24436,5934,5935
5935,24437,24438,5935,5936
5936,24439,24440,5936,5937
5937,24441,24442,5937,5938
5938,24443,24444,5938,5939
5939,24445,24446,5939,5940
5940,24447,24448,5940,5941
5941,24449,24450,5941,5942
5942,24451,24452,5942,5943
5943,24453,24454,5943,5944
5944,24455,24456,5944,5945
5945,24457,24458,5945,5946
5946,24459,24460,5946,5947
5947,24461,24462,5947,5948
5948,24463,24464,5948,5949
5949,24465,24466,5949,5950
5950,24467,24468,5950,5951
5951,24469,24470,5951,5952
5952,24471,24472,5952,5953
5953,24473,24474,5953,5954
5954,24475,24476,5954,5955
5955,24477,24478,5955,5956
5956,24479,24480,5956,5957
5957,24481,24482,5957,5958
5958,24483,24484,5958,5959
5959,24485,24486,5959,5960
5960,24487,24488,5960,5961
5961,24489,24490,5961,5962
5962,24491,24492,5962,5963
5963,24493,24494,5963,5964
5964,24495,24496,5964,5965
5965,24497,24498,5965,5966
5966,24499,24500,5966,5967
5967,24501,24502,5967,5968
5968,24503,24504,5968,5969
5969,24505,24506,5969,5970
5970,24507,24508,5970,5971
5971,24509,24510,5971,5972
5972,24511,24512,5972,5973
5973,24513,24514,5973,5974
5974,24515,24516,5974,5975
5975,24517,24518,5975,5976
5976,24519,24520,5976,5977
5977,24521,24522,5977,5978
5978,24523,24524,5978,5979
5979,24525,24526,5979,5980
5980,24527,24528,5980,5981
5981,24529,24530,5981,5982
5982,24531,24532,5982,5983
5983,24533,24534,5983,5984
5984,24535,24536,5984,5985
5985,24537,24538,5985,5986
5986,24539,24540,5986,5987
5987,24541,24542,5987,5988
5988,24543,24544,5988,5989
5989,24545,24546,5989,5990
5990,24547,24548,5990,5991
5991,24549,24550,5991,5992
5992,24551,24552,5992,5993
5993,24553,24554,5993,5994
5994,24555,24556,5994,5995
5995,24557,24558,5995,5996
5996,24559,24560,5996,5997
5997,24561,24562,5997,5998
5998,24563,24564,5998,0
5999,24565,24566,0,6000
6000,24567,24568,6000,6001
6001,24569,24570,6001,6002
6002,24571,24572,6002,6003
6003,24573,24574,6003,6004
6004,24575,24576,6004,6005
6005,24577,24578,6005,6006
6006,24579,24580,6006,6007
6007,24581,24582,6007,6008
6008,24583,24584,6008,6009
6009,24585,24586,6009,6010
6010,24587,24588,6010,6011
6011,24589,24590,6011,6012
6012,24591,24592,6012,6013
6013,24593,24594,6013,6014
6014,24595,24596,6014,6015
6015,24597,24598,6015,6016
6016,24599,24600,6016,6017
6017,24601,24602,6017,6018
6018,24603,24604,6018,6019
6019,24605,24606,6019,6020
6020,24607,24608,6020,6021
6021,24609,24610,6021,6022
6022,24611,24612,6022,6023
6023,24613,24614,6023,6024
6024,24615,24616,6024,6025
6025,24617,24618,6025,6026
6026,24619,24620,6026,6027
6027,24621,24622,6027,6028
6028,24623,24624,6028,6029
6029,24625,24626,6029,6030
6030,24627,24628,6030,6031
6031,24629,24630,6031,6032
6032,24631,24632,6032,6033
6033,24633,24634,6033,6034
6034,24635,24636,6034,6035
6035,24637,24638,6035,6036
6036,24639,24640,6036,6037
6037,24641,24642,6037,6038
6038,24643,24644,6038,6039
6039,24645,24646,6039,6040
6040,24647,24648,6040,6041
6041,24649,24650,6041,6042
6042,24651,24652,6042,6043
6043,24653,24654,6043,6044
6044,24655,24656,6044,6045
6045,24657,24658,6045,6046
6046,24659,24660,6046,6047
6047,24661,24662,6047,6048
6048,24663,24664,6048,6049
6049,24665,24666,6049,6050
6050,24667,24668,6050,6051
6051,24669,24670,6051,6052
6052,24671,24672,6052,6053
6053,24673,24674,6053,6054
6054,24675,24676,6054,6055
6055,24677,24678,6055,6056
6056,24679,24680,6056,6057
6057,24681,24682,6057,6058
6058,24683,24684,6058,6059
6059,24685,24686,6059,6060
6060,24687,24688,6060,6061
6061,24689,24690,6061,6062
6062,24691,24692,6062,6063
6063,24693,24694,6063,6064
6064,24695,24696,6064,6065
6065,24697,24698,6065,6066
6066,24699,24700,6066,6067
6067,24701,24702,6067,6068
6068,24703,24704,6068,6069
6069,24705,24706,6069,6070
6070,24707,24708,6070,6071
6071,24709,24710,6071,6072
6072,24711,24712,6072,6073
6073,24713,24714,6073,6074
6074,24715,24716,6074,6075
6075,24717,24718,6075,6076
6076,24719,24720,6076,6077
6077,24721,24722,6077,6078
6078,24723,24724,6078,6079
6079,24725,24726,6079,6080
6080,24727,24728,6080,6081
6081,24729,24730,6081,6082
6082,24731,24732,6082,0
6083,24733,24734,0,6084
6084,24735,24736,6084,6085
6085,24737,24738,6085,6086
6086,24739,24740,6086,6087
6087,24741,24742,6087,6088
6088,24743,24744,6088,6089
6089,24745,24746,6089,6090
6090,24747,24748,6090,6091
6091,24749,24750,6091,6092
6092,24751,24752,6092,6093
6093,24753,24754,6093,6094
6094,24755,24756,6094,6095
6095,24757,24758,6095,6096
6096,24759,24760,6096,6097
6097,24761,24762,6097,6098
6098,24763,24764,6098,6099
6099,24765,24766,6099,6100
6100,24767,24768,6100,6101
6101,24769,24770,6101,6102
6102,24771,24772,6102,6103
6103,24773,24774,6103,6104
6104,24775,24776,6104,6105
6105,24777,24778,6105,6106
6106,24779,24780,6106,6107
6107,24781,24782,6107,6108
6108,24783,24784,6108,6109
6109,24785,24786,6109,6110
6110,24787,24788,6110,6111
6111,24789,24790,6111,6112
6112,24791,24792,6112,6113
6113,24793,24794,6113,6114
6114,24795,24796,6114,6115
6115,24797,24798,6115,6116
6116,24799,24800,6116,6117
6117,24801,24802,6117,6118
6118,24803,24804,6118,6119
6119,24805,24806,6119,6120
6120,24807,24808,6120,6121
6121,24809,24810,6121,6122
6122,24811,24812,6122,6123
6123,24813,24814,6123,6124
6124,24815,24816,6124,6125
6125,24817,24818,6125,6126
6126,24819,24820,6126,6127
6127,24821,24822,6127,6128
6128,24823,24824,6128,6129
6129,24825,24826,6129,6130
6130,24827,24828,6130,6131
6131,24829,24830,6131,6132
6132,24831,24832,6132,6133
6133,24833,24834,6133,6134
6134,24835,24836,6134,6135
6135,24837,24838,6135,6136
6136,24839,24840,6136,6137
6137,24841,24842,6137,6138
6138,24843,24844,6138,6139
6139,24845,24846,6139,6140
6140,24847,24848,6140,6141
6141,24849,24850,6141,6142
6142,24851,24852,6142,6143
6143,24853,24854,6143,6144
6144,24855,24856,6144,6145
6145,24857,24858,6145,6146
6146,24859,24860,6146,6147
6147,24861,24862,6147,6148
6148,24863,24864,6148,6149
6149,24865,24866,6149,6150
6150,24867,24868,6150,6151
6151,24869,24870,6151,6152
6152,24871,24872,6152,6153
6153,24873,24874,6153,6154
6154,24875,24876,6154,6155
6155,24877,24878,6155,6156
6156,24879,24880,6156,6157
6157,24881,24882,6157,6158
6158,24883,24884,6158,6159
6159,24885,24886,6159,6160
6160,24887,24888,6160,6161
6161,24889,24890,6161,6162
6162,24891,24892,6162,6163
6163,24893,24894,6163,6164
6164,24895,24896,6164,6165
6165,24897,24898,6165,6166
6166,24899,24900,6166,6167
6167,24901,24902,6167,6168
6168,24903,24904,6168,6169
6169,24905,24906,6169,6170
6170,24907,24908,6170,6171
6171,24909,24910,6171,6172
6172,24911,24912,6172,6173
6173,24913,24914,6173,6174
6174,24915,24916,6174,6175
6175,24917,24918,6175,6176
6176,24919,24920,6176,6177
6177,24921,24922,6177,6178
6178,24923,24924,6178,6179
6179,24925,24926,6179,6180
6180,24927,24928,6180,6181
6181,24929,24930,6181,6182
6182,24931,24932,6182,6183
6183,24933,24934,6183,6184
6184,24935,24936,6184,6185
6185,24937,24938,6185,6186
6186,24939,24940,6186,6187
6187,24941,24942,6187,6188
6188,24943,24944,6188,6189
6189,24945,24946,6189,6190
6190,24947,24948,6190,6191
6191,24949,24950,6191,6192
6192,24951,24952,6192,6193
6193,24953,24954,6193,6194
6194,24955,24956,6194,6195
6195,24957,24958,6195,6196
6196,24959,24960,6196,6197
6197,24961,24962,6197,6198
6198,24963,24964,6198,6199
6199,24965,24966,6199,6200
6200,24967,24968,6200,6201
6201,24969,24970,6201,6202
6202,24971,24972,6202,6203
6203,24973,24974,6203,6204
6204,24975,24976,6204,6205
6205,24977,24978,6205,6206
6206,24979,24980,6206,6207
6207,24981,24982,6207,6208
6208,24983,24984,6208,6209
6209,24985,24986,6209,6210
6210,24987,24988,6210,6211
6211,24989,24990,6211,6212
6212,24991,24992,6212,6213
6213,24993,24994,6213,6214
6214,24995,24996,6214,6215
6215,24997,24998,6215,6216
6216,24999,25000,6216,6217
6217,25001,25002,6217,6218
6218,25003,25004,6218,6219
6219,25005,25006,6219,6220
6220,25007,25008,6220,6221
6221,25009,25010,6221,6222
6222,25011,25012,6222,6223
6223,25013,25014,6223,6224
6224,25015,25016,6224,6225
6225,25017,25018,6225,6226
6226,25019,25020,6226,6227
6227,25021,25022,6227,6228
6228,25023,25024,6228,6229
6229,25025,25026,6229,6230
6230,25027,25028,6230,6231
6231,25029,25030,6231,6232
6232,25031,25032,6232,6233
6233,25033,25034,6233,6234
6234,25035,25036,6234,6235
6235,25037,25038,6235,6236
6236,25039,25040,6236,6237
6237,25041,25042,6237,6238
6238,25043,25044,6238,6239
6239,25045,25046,6239,6240
6240,25047,25048,6240,6241
6241,25049,25050,6241,6242
6242,25051,25052,6242,6243
6243,25053,25054,6243,6244
6244,25055,25056,6244,6245
6245,25057,25058,6245,6246
6246,25059,25060,6246,6247
6247,25061,25062,6247,6248
6248,25063,25064,6248,6249
6249,25065,25066,6249,6250
6250,25067,25068,6250,6251
6251,25069,25070,6251,6252
6252,25071,25072,6252,6253
6253,25073,25074,6253,6254
6254,25075,25076,6254,6255
6255,25077,25078,6255,6256
6256,25079,25080,6256,6257
6257,25081,25082,6257,6258
6258,25083,25084,6258,6259
6259,25085,25086,6259,6260
6260,25087,25088,6260,6261
6261,25089,25090,6261,6262
6262,25091,25092,6262,6263
6263,25093,25094,6263,6264
6264,25095,25096,6264,6265
6265,25097,25098,6265,6266
6266,25099,25100,6266,6267
6267,25101,25102,6267,6268
6268,25103,25104,6268,6269
6269,25105,25106,6269,6270
6270,25107,25108,6270,6271
6271,25109,25110,6271,6272
6272,25111,25112,6272,6273
6273,25113,25114,6273,6274
6274,25115,25116,6274,6275
6275,25117,25118,6275,6276
6276,25119,25120,6276,6277
6277,25121,25122,6277,6278
6278,25123,25124,6278,6279
6279,25125,25126,6279,6280
6280,25127,25128,6280,6281
6281,25129,25130,6281,6282
6282,25131,25132,6282,6283
6283,25133,25134,6283,6284
6284,25135,25136,6284,6285
6285,25137,25138,6285,6286
6286,25139,25140,6286,6287
6287,25141,25142,6287,6288
6288,25143,25144,6288,6289
6289,25145,25146,6289,6290
6290,25147,25148,6290,6291
6291,25149,25150,6291,6292
6292,25151,25152,6292,6293
6293,25153,25154,6293,6294
6294,25155,25156,6294,6295
6295,25157,25158,6295,6296
6296,25159,25160,6296,6297
6297,25161,25162,6297,6298
6298,25163,25164,6298,6299
6299,25165,25166,6299,6300
6300,25167,25168,6300,6301
6301,25169,25170,6301,6302
6302,25171,25172,6302,6303
6303,25173,25174,6303,6304
6304,25175,25176,6304,6305
6305,25177,25178,6305,6306
6306,25179,25180,6306,6307
6307,25181,25182,6307,6308
6308,25183,25184,6308,6309
6309,25185,25186,6309,6310
6310,25187,25188,6310,6311
6311,25189,25190,6311,6312
6312,25191,25192,6312,6313
6313,25193,25194,6313,6314
6314,25195,25196,6314,6315
6315,25197,25198,6315,6316
6316,25199,25200,6316,6317
6317,25201,25202,6317,6318
6318,25203,25204,6318,6319
6319,25205,25206,6319,6320
6320,25207,25208,6320,6321
